,id,popularity,title,vote_average,vote_count
1420,502897,6.636,Leto,7.5,276
1421,34106,9.923,You Can't Take It with You,7.5,326
1422,11610,8.888,"Play It Again, Sam",7.5,499
1423,11202,11.985,Patton,7.5,923
1424,9495,25.992,The Crow,7.5,3430
1425,876716,28.814,Ciao Alberto,7.5,587
1426,468284,8.648,The Insult,7.5,411
1427,284293,16.738,Still Alice,7.5,2805
1428,10451,12.95,Eat Drink Man Woman,7.5,267
1429,660000,8.676,Lost Illusions,7.5,381
1430,483983,13.583,Balloon,7.5,371
1431,10747,18.106,The Outlaw Josey Wales,7.5,974
1432,442065,12.133,The Last Full Measure,7.5,387
1433,377273,7.733,Aquarius,7.5,422
1434,39323,75.626,Dragon Ball Z: Bardock - The Father of Goku,7.5,553
1435,37903,12.679,The White Ribbon,7.5,891
1436,29084,6.267,Le Corbeau,7.5,229
1437,28569,11.388,Splendor in the Grass,7.5,224
1438,3001,10.817,How to Steal a Million,7.5,504
1439,940,9.368,The Lady Vanishes,7.5,776
1440,345938,57.68,The Shack,7.5,1904
1441,16305,9.585,Sullivan's Travels,7.5,384
1442,15165,34.132,Barbie as The Princess & the Pauper,7.5,1314
1443,645886,16.538,The Unforgivable,7.5,1580
1444,76758,14.317,The Flowers of War,7.5,685
1445,37916,6.869,Swept Away,7.5,264
1446,718930,137.193,Bullet Train,7.5,4138
1447,71883,12.576,Redline,7.5,344
1448,46326,7.213,Port of Shadows,7.5,215
1449,11549,13.009,Invasion of the Body Snatchers,7.5,901
1450,475,18.806,Bonnie and Clyde,7.5,1381
1451,383498,73.983,Deadpool 2,7.5,15873
1452,36685,14.844,The Rocky Horror Picture Show,7.5,2482
1453,16328,10.255,Johnny Got His Gun,7.5,321
1454,9428,19.735,The Royal Tenenbaums,7.5,4030
1455,530,11.659,A Grand Day Out,7.5,715
1456,582014,20.883,Promising Young Woman,7.5,2585
1457,786,16.375,Almost Famous,7.5,2364
1458,69,19.458,Walk the Line,7.5,2548
1459,9665,15.9,Glory,7.5,1357
1460,106,49.056,Predator,7.5,6967
1461,8094,13.133,The Magdalene Sisters,7.5,350
1462,7549,20.369,Fearless,7.5,1102
1463,258480,14.622,Carol,7.5,3334
1464,32761,8.207,The Seventh Continent,7.5,255
1465,27327,14.154,Phantom of the Paradise,7.5,547
1466,1023,7.603,Adam's Apples,7.5,585
1467,923,20.409,Dawn of the Dead,7.5,1794
1468,778855,35.352,Chickenhare and the Hamster of Darkness,7.5,223
1469,617653,33.402,The Last Duel,7.5,2760
1470,330459,34.519,Rogue One: A Star Wars Story,7.5,14018
1471,440298,10.149,Cold War,7.5,1330
1472,260513,54.657,Incredibles 2,7.5,11753
1473,24192,7.341,The Gospel According to St. Matthew,7.5,293
1474,648,10.253,Beauty and the Beast,7.5,510
1475,523536,17.422,Checkered Ninja,7.5,203
1476,11030,7.383,Zelig,7.5,750
1477,9075,17.036,Black Book,7.5,992
1478,251516,9.258,Kung Fury,7.5,1675
1479,127501,9.647,Barfi!,7.5,275
1480,10843,13.103,After Hours,7.5,1192
1481,8342,10.844,No Man's Land,7.5,384
1482,4024,9.714,Last Year at Marienbad,7.5,410
1483,984,14.303,Dirty Harry,7.5,2097
1484,109,15.454,Three Colors: White,7.5,990
1485,437586,14.889,mid90s,7.5,1351
1486,203833,15.954,The Book Thief,7.5,4030
1487,10377,19.9,My Cousin Vinny,7.5,1291
1488,747059,7.282,Burrow,7.5,224
1489,429450,19.26,Pandora,7.5,362
1490,13930,9.427,For the Birds,7.5,1075
1491,195,7.037,Trouble in Paradise,7.5,226
1492,12169,5.981,The First Day of the Rest of Your Life,7.5,427
1493,145,10.666,Breaking the Waves,7.5,827
1494,34148,13.505,Imitation of Life,7.5,229
1495,4689,22.055,Sympathy for Mr. Vengeance,7.5,1205
1496,3009,10.157,The Trial,7.5,399
1497,379,17.631,Miller's Crossing,7.5,1413
1498,17809,19.159,Fist of Legend,7.5,446
1499,877,23.077,Scarface,7.5,504
1500,219,12.257,Volver,7.5,1495
1501,502356,2915.871,The Super Mario Bros. Movie,7.5,1932
1502,244088,6.87,Human Capital,7.5,848
1503,214910,9.858,Hwayi: A Monster Boy,7.5,202
1504,38396,5.554,That's Life,7.5,1231
1505,252,33.838,Willy Wonka & the Chocolate Factory,7.5,2974
1506,613090,9.737,"Live Twice, Love Once",7.5,310
1507,13377,13.804,How the Grinch Stole Christmas!,7.5,864
1508,9559,18.093,A Perfect World,7.5,1413
1509,8740,8.491,The Vanishing,7.5,508
1510,489418,6.171,In Safe Hands,7.5,422
1511,186,21.863,Lucky Number Slevin,7.5,3625
1512,487670,13.476,The Death of Superman,7.5,657
1513,166666,18.998,3096 Days,7.5,774
1514,41585,6.565,Mary Forever,7.5,204
1515,8321,16.799,In Bruges,7.5,4491
1516,345,31.657,Eyes Wide Shut,7.5,5278
1517,217993,21.707,Justice League: War,7.5,934
1518,37719,7.481,A Night at the Opera,7.5,410
1519,9008,15.09,The Insider,7.5,1572
1520,7500,11.72,Sonatine,7.5,530
1521,589982,10.897,Spread Your Wings,7.5,261
1522,15919,9.675,Marty,7.5,314
1523,13689,12.812,Peaceful Warrior,7.5,357
1524,912598,21.349,Bubble,7.5,313
1525,14257,13.861,Delusions of Grandeur,7.5,604
1526,11481,13.314,Repulsion,7.5,849
1527,2034,27.826,Training Day,7.5,5149
1528,1902,17.424,Open Your Eyes,7.5,873
1529,194662,27.226,Birdman or (The Unexpected Virtue of Ignorance),7.5,11911
1530,1368,29.987,First Blood,7.5,5439
1531,192,15.702,The Name of the Rose,7.5,2629
1532,11031,13.202,This Is Spinal Tap,7.5,1213
1533,624479,14.897,Superman II: The Richard Donner Cut,7.5,243
1534,239571,20.302,The Best of Me,7.5,2383
1535,30368,9.685,Stray Dog,7.5,242
1536,11421,6.652,C.R.A.Z.Y.,7.5,408
1537,290,14.635,Barton Fink,7.5,1445
1538,508947,146.731,Turning Red,7.5,4155
1539,451480,8.819,The Guernsey Literary & Potato Peel Pie Society,7.5,1205
1540,434616,4.355,Patients,7.5,572
1541,592279,18.62,Kalashnikov AK-47,7.5,229
1542,484747,8.049,Little Tickles,7.5,283
1543,154,15.457,Star Trek II: The Wrath of Khan,7.5,1669
1544,346648,19.645,Paddington 2,7.5,1987
1545,293863,35.992,The Age of Adaline,7.5,5911
1546,710356,17.527,2 Hearts,7.5,452
1547,11167,11.883,Peeping Tom,7.5,656
1548,10907,16.867,The Adventures of Robin Hood,7.5,627
1549,196,21.621,Back to the Future Part III,7.5,9382
1550,32909,14.162,Mulan: Rise of a Warrior,7.5,381
1551,5781,16.426,That Obscure Object of Desire,7.5,313
1552,615,46.988,The Passion of the Christ,7.5,3883
1553,529216,19.984,Mirage,7.5,1590
1554,459151,73.39,The Boss Baby: Family Business,7.5,2189
1555,392536,15.447,Lego Scooby-Doo!: Haunted Hollywood,7.5,206
1556,22538,27.479,Scott Pilgrim vs. the World,7.5,6944
1557,21832,20.814,Neon Genesis Evangelion: Death and Rebirth,7.5,351
1558,620,23.746,Ghostbusters,7.5,7915
1559,740658,19.756,Catman,7.5,202
1560,374720,33.332,Dunkirk,7.5,15017
1561,74879,10.361,Once Upon a Time in Anatolia,7.5,400
1562,4174,13.011,Spellbound,7.5,748
1563,1407,11.596,La Vie en Rose,7.5,1433
1564,429617,61.305,Spider-Man: Far From Home,7.5,13977
1565,407445,14.32,Breathe,7.5,666
1566,9028,10.309,The Great Silence,7.5,326
1567,4584,16.016,Sense and Sensibility,7.5,1465
1568,1251,15.12,Letters from Iwo Jima,7.5,1780
1569,175,20.078,The Big Blue,7.5,1262
1570,671318,9.637,¿Y cómo es él?,7.5,234
1571,1847,8.694,The Long Goodbye,7.5,492
1572,457601,7.759,Everything You Want,7.5,272
1573,31767,10.808,The Devils,7.5,296
1574,26596,11.111,Johnny Guitar,7.5,341
1575,22584,8.638,To Have and Have Not,7.5,434
1576,673595,13.423,"Maggie Simpson in ""Playdate with Destiny""",7.5,324
1577,339403,27.679,Baby Driver,7.5,14265
1578,118412,139.614,Berserk: The Golden Age Arc II - The Battle for Doldrey,7.5,309
1579,5503,23.171,The Fugitive,7.5,3676
1580,3110,12.998,Shane,7.5,506
1581,630220,16.153,18 Presents,7.5,615
1582,539617,17.037,Big Time Adolescence,7.5,280
1583,41498,17.004,One Piece: Strong World,7.5,303
1584,33273,22.731,Cell 211,7.5,1103
1585,20558,23.517,Scooby-Doo! in Where's My Mummy?,7.5,340
1586,11471,11.491,A Better Tomorrow,7.5,416
1587,376290,13.417,Miss Sloane,7.5,1574
1588,2501,28.04,The Bourne Identity,7.5,8349
1589,507505,8.867,El Angel,7.5,499
1590,12837,11.117,The Secret Life of Bees,7.5,459
1591,8741,16.447,The Thin Red Line,7.5,2608
1592,1813,33.738,The Devil's Advocate,7.5,5224
1593,11841,10.054,The 36th Chamber of Shaolin,7.5,338
1594,10435,13.363,Chaplin,7.5,910
1595,27632,8.242,Black Sunday,7.5,434
1596,21712,12.483,Mind Game,7.5,220
1597,226,14.013,Boys Don't Cry,7.5,1156
1598,11704,16.688,The Secret of NIMH,7.4,688
1599,458156,192.554,John Wick: Chapter 3 - Parabellum,7.4,9174
1600,364433,14.776,They Call Me Jeeg,7.4,2360
1601,340666,22.789,Nocturnal Animals,7.4,7005
1602,339984,41.169,Miracles from Heaven,7.4,1072
1603,74643,15.239,The Artist,7.4,2950
1604,10549,12.814,Hamlet,7.4,412
1605,6114,28.464,Bram Stoker's Dracula,7.4,4466
1606,1677,24.196,Ray,7.4,1696
1607,14092,16.52,Ghost in the Shell 2.0,7.4,343
1608,579741,25.233,Words Bubble Up Like Soda Pop,7.4,217
1609,451048,61.983,Jungle Cruise,7.4,4964
1610,319373,8.86,Sweet Bean,7.4,452
1611,24226,9.792,The Verdict,7.4,512
1612,13060,9.669,Lifted,7.4,674
1613,11978,26.823,Men of Honor,7.4,1977
1614,2786,14.56,Pierrot le Fou,7.4,742
1615,675445,66.485,PAW Patrol: The Movie,7.4,1105
1616,565310,12.498,The Farewell,7.4,1218
1617,227306,17.233,Unbroken,7.4,3789
1618,292011,13.672,Richard Jewell,7.4,2176
1619,165213,10.525,New World,7.4,377
1620,75233,9.89,"Oslo, August 31st",7.4,342
1621,40823,4.987,The Man Who Copied,7.4,307
1622,37472,4.01,Ip Man 2,7.4,1975
1623,9509,27.927,Man on Fire,7.4,4500
1624,637534,27.703,The Stronghold,7.4,1033
1625,438148,143.131,Minions: The Rise of Gru,7.4,2808
1626,290762,9.071,Miss You Already,7.4,629
1627,13403,12.883,Hedwig and the Angry Inch,7.4,319
1628,363,9.319,Head-On,7.4,467
1629,508570,12.118,The One and Only Ivan,7.4,502
1630,290542,11.677,You're Not You,7.4,742
1631,206324,8.45,Bhaag Milkha Bhaag,7.4,213
1632,18333,7.19,Hour of the Wolf,7.4,412
1633,568,25.904,Apollo 13,7.4,4872
1634,603661,18.031,The Hating Game,7.4,796
1635,18988,11.876,The Lion in Winter,7.4,274
1636,271110,68.637,Captain America: Civil War,7.4,21068
1637,129670,10.304,Nebraska,7.4,1562
1638,8055,16.791,The Reader,7.4,2686
1639,206487,36.872,Predestination,7.4,5702
1640,16619,9.114,Ordinary People,7.4,531
1641,187,20.362,Sin City,7.4,7326
1642,250219,7.819,I Can Quit Whenever I Want,7.4,1700
1643,9918,17.953,Glory Road,7.4,640
1644,2690,11.934,Irma la Douce,7.4,339
1645,705996,78.983,Decision to Leave,7.4,705
1646,499631,5.264,Fabrizio De André: Principe libero,7.4,322
1647,484751,6.594,Through the Fire,7.4,570
1648,261470,16.894,Sorry If I Call You Love,7.4,391
1649,37181,12.706,About Elly,7.4,417
1650,13350,12.352,Scooby-Doo and the Ghoul School,7.4,274
1651,9299,11.758,Thesis,7.4,705
1652,644583,16.362,The Mauritanian,7.4,863
1653,65218,12.075,Lemonade Mouth,7.4,975
1654,17136,10.422,The Woman in the Window,7.4,284
1655,11710,9.432,The Enigma of Kaspar Hauser,7.4,269
1656,9549,12.732,The Right Stuff,7.4,735
1657,466272,36.842,Once Upon a Time… in Hollywood,7.4,11777
1658,16858,6.921,All That Jazz,7.4,394
1659,6916,11.549,"Watch Out, We're Mad",7.4,708
1660,1523,14.927,The Last King of Scotland,7.4,1831
1661,190859,52.094,American Sniper,7.4,11824
1662,54898,9.129,The Green Ray,7.4,200
1663,39107,59.658,Dragon Ball Z: Fusion Reborn,7.4,697
1664,26302,11.138,The Color of Pomegranates,7.4,206
1665,25403,9.171,Caro Diario,7.4,363
1666,11349,13.359,Cape Fear,7.4,493
1667,380225,8.426,Like Crazy,7.4,823
1668,193756,25.727,Lone Survivor,7.4,3798
1669,13475,36.243,Star Trek,7.4,9113
1670,1360,10.432,Frida,7.4,1855
1671,36095,10.981,Cure,7.4,351
1672,874300,17.809,South Park: Post COVID: The Return of COVID,7.4,298
1673,16372,10.01,The Innocents,7.4,491
1674,519010,9.779,Pain and Glory,7.4,1606
1675,395834,30.682,Wind River,7.4,4584
1676,370172,66.753,No Time to Die,7.4,5206
1677,13754,12.696,Tekkonkinkreet,7.4,305
1678,1653,12.951,The Motorcycle Diaries,7.4,1136
1679,114,30.14,Pretty Woman,7.4,7031
1680,634544,11.957,Uncle Frank,7.4,341
1681,265180,9.561,Leviathan,7.4,746
1682,73456,37.343,Barbie: Princess Charm School,7.4,685
1683,10867,41.095,Malena,7.4,1912
1684,10784,11.057,Cabaret,7.4,765
1685,10400,11.166,The Hurricane,7.4,1220
1686,3085,10.967,His Girl Friday,7.4,692
1687,46919,10.019,Daisies,7.4,278
1688,11829,15.5,Trinity Is Still My Name,7.4,787
1689,2292,12.456,Clerks,7.4,2184
1690,284052,66.717,Doctor Strange,7.4,20431
1691,94329,25.622,The Raid,7.4,2966
1692,64847,14.254,Belladonna of Sadness,7.4,233
1693,26963,15.391,The Secret of Kells,7.4,577
1694,19100,7.635,Those Happy Days,7.4,868
1695,11545,11.797,Rushmore,7.4,2151
1696,11236,14.429,The Secret Garden,7.4,795
1697,3088,14.453,My Darling Clementine,7.4,344
1698,704,12.449,A Hard Day's Night,7.4,572
1699,242,50.582,The Godfather Part III,7.4,5426
1700,11661,12.384,Joyeux Noel,7.4,766
1701,161,28.984,Ocean's Eleven,7.4,10455
1702,271706,16.343,Big Fish & Begonia,7.4,393
1703,72478,8.839,Suicide Room,7.4,427
1704,9461,21.944,Enter the Dragon,7.4,1584
1705,2767,9.893,The Lovers on the Bridge,7.4,258
1706,949423,48.489,Pearl,7.4,688
1707,818647,61.678,Through My Window,7.4,2609
1708,615666,18.602,A Boy Called Christmas,7.4,600
1709,101299,67.65,The Hunger Games: Catching Fire,7.4,15801
1710,17529,19.779,True Grit,7.4,655
1711,11615,17.875,The Life of David Gale,7.4,1789
1712,9462,25.638,The Way of the Dragon,7.4,954
1713,839,14.889,Duel,7.4,1591
1714,462,25.548,Erin Brockovich,7.4,2738
1715,449406,28.524,Vivo,7.4,622
1716,8333,9.208,The Taking of Pelham One Two Three,7.4,399
1717,4254,10.661,Kal Ho Naa Ho,7.4,323
1718,1391,23.941,Y Tu Mamá También,7.4,1292
1719,813258,35.694,Monster Pets: A Hotel Transylvania Short,7.4,333
1720,58833,5.341,"So Long, Stooge",7.4,210
1721,18917,8.875,Alice,7.4,273
1722,621013,19.453,Chemical Hearts,7.4,1030
1723,339380,18.101,On the Basis of Sex,7.4,907
1724,31522,8.172,A Woman Is a Woman,7.4,316
1725,4251,9.263,Veer-Zaara,7.4,219
1726,985,12.867,Eraserhead,7.4,2108
1727,516486,29.039,Greyhound,7.4,2435
1728,408647,17.254,Teen Titans: The Judas Contract,7.4,602
1729,649,12.29,Belle de Jour,7.4,734
1730,12780,14.812,Iron Monkey,7.4,244
1731,11901,19.165,High Plains Drifter,7.4,964
1732,3089,13.249,Red River,7.4,431
1733,2503,24.723,The Bourne Ultimatum,7.4,6913
1734,686,19.636,Contact,7.4,3884
1735,796185,38.576,The Three Musketeers: D'Artagnan,7.4,306
1736,576845,30.843,Last Night in Soho,7.4,2469
1737,439584,5.8,I Can Quit Whenever I Want 3: Ad Honorem,7.4,901
1738,672208,8.451,A Hero,7.4,233
1739,595975,10.63,La Belle Époque,7.4,857
1740,394117,14.086,The Florida Project,7.4,2428
1741,26638,8.897,Red Desert,7.4,383
1742,17654,35.008,District 9,7.4,8481
1743,14283,16.078,The Red Violin,7.4,356
1744,10849,12.327,The Purple Rose of Cairo,7.4,882
1745,492,16.809,Being John Malkovich,7.4,3809
1746,778810,40.949,Fireheart,7.4,207
1747,273895,12.963,Selma,7.4,2041
1748,20778,6.973,Le Doulos,7.4,207
1749,1052,14.763,Blow-Up,7.4,1066
1750,51828,59.619,One Day,7.4,3805
1751,758866,12.238,Drive My Car,7.4,939
1752,539681,105.85,DC League of Super-Pets,7.4,1217
1753,350312,22.073,Bāhubali 2: The Conclusion,7.4,611
1754,8356,10.119,An Affair to Remember,7.4,391
1755,533444,12.885,Waves,7.4,522
1756,463257,15.696,The Peanut Butter Falcon,7.4,1156
1757,12207,20.652,The Legend of Drunken Master,7.4,823
1758,2056,10.713,The Station Agent,7.4,565
1759,137106,27.071,The Lego Movie,7.4,7014
1760,32499,6.911,The Bad and the Beautiful,7.4,202
1761,6644,20.118,El Dorado,7.4,433
1762,544401,27.707,Cherry,7.4,1090
1763,416494,15.916,Status Update,7.4,467
1764,312221,89.76,Creed,7.4,6690
1765,164249,5.006,Santa Claus Is a Stinker,7.4,231
1766,76589,30.83,Justice League: Doom,7.4,754
1767,458131,11.181,The Best of Enemies,7.4,352
1768,451499,7.913,School of Life,7.4,254
1769,49020,8.997,Submarine,7.4,1283
1770,233639,12.018,Windstorm,7.4,248
1771,121986,14.473,Frances Ha,7.4,1343
1772,9470,28.797,Kung Fu Hustle,7.4,2401
1773,639,19.015,When Harry Met Sally...,7.4,3522
1774,245891,113.926,John Wick,7.4,17294
1775,1895,40.127,Star Wars: Episode III - Revenge of the Sith,7.4,12388
1776,771,1.572,Home Alone,7.4,9848
1777,42994,14.428,Memories,7.4,339
1778,763,26.039,Braindead,7.4,1395
1779,621,36.089,Grease,7.4,6575
1780,642885,89.668,Hocus Pocus 2,7.4,1377
1781,17474,12.766,The Man in the Moon,7.4,244
1782,146,18.431,"Crouching Tiger, Hidden Dragon",7.4,2802
1783,663260,10.952,Black Box,7.4,865
1784,303483,6.122,Once in a Lifetime,7.4,282
1785,11700,8.28,Smiles of a Summer Night,7.4,202
1786,3766,9.647,The Lady from Shanghai,7.4,544
1787,575,12.383,The Experiment,7.4,945
1788,353081,53.635,Mission: Impossible - Fallout,7.4,7137
1789,44012,11.408,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",7.4,214
1790,37135,58.412,Tarzan,7.4,6059
1791,7249,13.59,Futurama: Bender's Big Score,7.4,579
1792,823,16.198,Jin-Roh: The Wolf Brigade,7.4,386
1793,532321,17.255,Re:ZERO -Starting Life in Another World- Memory Snow,7.4,238
1794,433247,11.656,First They Killed My Father,7.4,593
1795,427033,7.586,This Crazy Heart,7.4,248
1796,14638,9.9,The Killers,7.4,323
1797,447332,53.685,A Quiet Place,7.4,12701
1798,134350,9.533,Why Don't You Play in Hell?,7.4,244
1799,48282,4.757,Ecce Bombo,7.4,215
1800,37211,20.609,Scooby-Doo! and the Reluctant Werewolf,7.4,280
1801,25673,9.49,A Place in the Sun,7.4,310
1802,11416,12.049,The Mission,7.4,1208
1803,5967,12.551,The Umbrellas of Cherbourg,7.4,627
1804,713,12.49,The Piano,7.4,1281
1805,414425,14.016,Mudbound,7.4,1112
1806,406385,7.794,I Can Quit Whenever I Want 2: Masterclass,7.4,1147
1807,38884,7.52,Land and Freedom,7.4,219
1808,13199,12.421,American Me,7.4,302
1809,388,27.797,Inside Man,7.4,5128
1810,87827,36.932,Life of Pi,7.4,12185
1811,26900,6.289,The Bandit,7.4,265
1812,890980,27.521,God's Crooked Lines,7.4,459
1813,387426,16.07,Okja,7.4,3895
1814,377263,10.474,Frantz,7.4,612
1815,11698,9.093,Stroszek,7.4,204
1816,4476,29.719,Legends of the Fall,7.4,2227
1817,828613,17.025,About Fate,7.4,218
1818,395991,25.477,Only the Brave,7.4,1353
1819,274109,14.618,Palm Trees in the Snow,7.4,489
1820,228203,11.303,"McFarland, USA",7.4,659
1821,4203,9.581,Women on the Verge of a Nervous Breakdown,7.4,752
1822,1359,41.095,American Psycho,7.4,9345
1823,376867,17.23,Moonlight,7.4,6474
1824,284054,48.601,Black Panther,7.4,20598
1825,109689,37.024,I Want You,7.4,1673
1826,43316,8.124,All That Heaven Allows,7.4,262
1827,7294,11.235,The Man Without a Past,7.4,257
1828,2898,18.77,As Good as It Gets,7.4,3339
1829,794,20.171,The Omen,7.4,1726
1830,176,44.665,Saw,7.4,8040
1831,153,19.737,Lost in Translation,7.4,6503
1832,491584,18.007,Burning,7.4,1324
1833,258893,17.356,Scooby-Doo! WrestleMania Mystery,7.4,273
1834,36208,8.712,A Dog's Life,7.4,274
1835,25955,7.87,Pickup on South Street,7.4,232
1836,260,10.121,The 39 Steps,7.4,799
1837,1010819,39.737,The Little Guy,7.4,207
1838,755339,11.139,Just Another Christmas,7.4,367
1839,454693,7.592,The Silent Revolution,7.4,211
1840,9361,19.426,The Last of the Mohicans,7.4,2652
1841,5723,13.865,Once,7.4,1156
1842,5123,19.725,August Rush,7.4,2475
1843,481432,7.618,Happy as Lazzaro,7.4,583
1844,250538,9.794,The Good Lie,7.4,444
1845,28055,8.983,Blood and Black Lace,7.4,328
1846,12902,16.924,Scooby-Doo! and the Loch Ness Monster,7.4,366
1847,12716,10.259,My Father's Glory,7.4,247
1848,8810,25.025,Mad Max 2,7.4,3166
1849,853,25.702,Enemy at the Gates,7.4,3152
1850,760,16.34,The Mad Adventures of Rabbi Jacob,7.4,853
1851,427,11.568,Mon Oncle,7.4,452
1852,489930,9.452,Blindspotting,7.4,565
1853,273481,32.404,Sicario,7.4,7567
1854,16646,10.43,Russian Ark,7.4,390
1855,2757,13.372,Adaptation.,7.4,2149
1856,659959,14.469,Summer of 85,7.4,649
1857,4232,76.693,Scream,7.4,5860
1858,1669,20.484,The Hunt for Red October,7.4,2839
1859,140,11.615,Bad Education,7.4,820
1860,245913,17.49,Pelé: Birth of a Legend,7.4,970
1861,14433,12.98,Zulu,7.4,430
1862,10474,46.358,The Basketball Diaries,7.4,1715
1863,432836,12.105,Memoir of a Murderer,7.4,247
1864,100271,16.36,A Letter to Momo,7.4,317
1865,25866,15.045,The Sucker,7.4,566
1866,13345,15.602,A Chinese Odyssey Part One: Pandora's Box,7.4,205
1867,9504,15.079,Glengarry Glen Ross,7.4,1119
1868,9385,14.178,The Twelve Tasks of Asterix,7.4,1046
1869,514575,9.179,A Twelve-Year Night,7.4,256
1870,8681,37.975,Taken,7.4,10145
1871,527,15.566,Once Were Warriors,7.4,345
1872,845222,24.754,Kingdom: Ashin of the North,7.4,439
1873,453395,198.832,Doctor Strange in the Multiverse of Madness,7.4,7384
1874,350,59.325,The Devil Wears Prada,7.4,10792
1875,614587,13.165,Lupin III: The First,7.4,257
1876,64682,32.545,The Great Gatsby,7.4,11242
1877,4011,47.376,Beetlejuice,7.4,5936
1878,49361,8.613,Don't Torture a Duckling,7.4,309
1879,1116,12.689,The Wind That Shakes the Barley,7.4,640
1880,2291,14.315,Jacob's Ladder,7.4,1367
1881,615643,17.471,Minari,7.4,1311
1882,111969,24.51,Stuck in Love,7.4,1759
1883,88018,8.339,The Skeleton Dance,7.4,201
1884,38985,9.273,Sorcerer,7.4,385
1885,21450,12.363,Naked,7.4,442
1886,7863,7.734,Shine,7.4,558
1887,830784,114.012,"Lyle, Lyle, Crocodile",7.4,407
1888,583406,17.477,Judas and the Black Messiah,7.4,1254
1889,249164,16.567,If I Stay,7.4,3963
1890,45317,14.256,The Fighter,7.4,3905
1891,22164,27.215,Blood and Bone,7.4,650
1892,11589,13.931,Kelly's Heroes,7.4,599
1893,9662,11.996,The Triplets of Belleville,7.4,813
1894,9426,22.301,The Fly,7.4,3778
1895,628,33.147,Interview with the Vampire,7.4,5163
1896,583689,16.653,Moxie,7.4,710
1897,247645,6.094,Queen,7.4,230
1898,88273,7.803,A Royal Affair,7.4,761
1899,2798,6.779,Oscar,7.4,421
1900,1542,22.436,Office Space,7.4,2546
1901,417320,28.204,Descendants 2,7.4,1464
1902,39486,13.335,Secretariat,7.4,505
1903,36998,8.166,The Eighth Day,7.4,234
1904,21956,14.794,Scooby-Doo! and the Monster of Mexico,7.4,282
1905,9454,20.41,EverAfter,7.4,1294
1906,756,29.883,Fantasia,7.4,2704
1907,446893,35.504,Trolls World Tour,7.4,1867
1908,432616,11.095,Promise at Dawn,7.4,411
1909,374461,9.498,Mr. Church,7.4,409
1910,14645,7.893,Santa Claus Is a Stinker,7.4,841
1911,1245,16.938,The Remains of the Day,7.4,1102
1912,289222,14.692,The Zookeeper's Wife,7.4,1384
1913,34647,13.353,Enter the Void,7.4,1550
1914,631132,20.416,Goblin Slayer: Goblin's Crown,7.4,210
1915,16320,20.876,Serenity,7.4,3109
1916,1645,24.582,A Time to Kill,7.4,2109
1917,269258,7.501,Head Full of Honey,7.4,315
1918,17681,13.479,Scooby-Doo! and the Witch's Ghost,7.4,358
1919,12311,9.16,Mutiny on the Bounty,7.4,278
1920,687,13.494,Dead Man Walking,7.4,1168
1921,520172,16.369,Happiest Season,7.4,984
1922,39356,12.111,Boy,7.4,341
1923,2899,25.91,Asterix & Obelix: Mission Cleopatra,7.4,3057
1924,33701,10.187,French Fried Vacation 2: The Bronzés go Skiing,7.4,1075
1925,13382,16.118,Rudolph the Red-Nosed Reindeer,7.4,479
1926,4133,21.227,Blow,7.4,3897
1927,2252,19.086,Eastern Promises,7.4,2861
1928,855,33.249,Black Hawk Down,7.4,5032
1929,11881,15.419,Miracle on 34th Street,7.4,617
1930,7452,13.973,"The Cook, the Thief, His Wife & Her Lover",7.4,513
1931,522369,8.595,Sorry We Missed You,7.4,606
1932,332270,25.386,Battle for Sevastopol,7.4,386
1933,276624,15.154,I Am a Hero,7.4,327
1934,205220,11.209,Philomena,7.4,1462
1935,157354,14.018,Fruitvale Station,7.4,1144
1936,25623,9.223,House,7.4,508
1937,15764,17.45,Sophie's Choice,7.4,757
1938,13004,27.695,Barbie and the Diamond Castle,7.4,737
1939,626735,77.328,Dog,7.4,1197
1940,360606,13.889,Adventures in Babysitting,7.4,356
1941,4032,16.867,My Girl,7.4,1835
1942,802,26.83,Lolita,7.4,1770
1943,846433,175.25,The Enforcer,7.4,302
1944,307081,39.461,Southpaw,7.4,5050
1945,80278,21.619,The Impossible,7.4,5736
1946,20312,13.539,Interstate 60,7.4,562
1947,15080,16.115,Only Yesterday,7.4,901
1948,2134,13.785,The Time Machine,7.4,700
1949,547258,5.093,Play,7.4,316
1950,429174,9.617,Loveless,7.4,646
1951,302528,6.739,Remember,7.4,623
1952,13635,10.305,Mesrine: Killer Instinct,7.4,818
1953,1554,8.689,Down by Law,7.4,618
1954,814,28.189,An American Werewolf in London,7.4,2033
1955,18874,11.695,Ghost in the Shell: Stand Alone Complex – Solid State Society,7.4,220
1956,16307,21.746,The Wicker Man,7.4,1114
1957,13321,9.857,Lifeboat,7.4,367
1958,401306,6.229,The Seventh Company Has Been Found,7.4,242
1959,81188,49.258,Rise of the Guardians,7.4,6065
1960,37094,20.858,Falling Down,7.4,3169
1961,10024,26.501,My Sister's Keeper,7.4,1890
1962,840,16.398,Close Encounters of the Third Kind,7.4,3694
1963,846214,30.933,"The Simpsons: The Good, the Bart, and the Loki",7.4,597
1964,379291,26.271,Justice League vs. Teen Titans,7.4,775
1965,457,11.409,Sissi,7.4,422
1966,65754,20.129,The Girl with the Dragon Tattoo,7.4,6290
